label,subject,category
1,A bill to advance the Keystone XL Pipeline is an earmark under House rules.,politics
1,Florida is the first state requiring drug testing to receive welfare!,politics
1,Says Hillary Clinton wants to raise taxes on African-American owned businesses to as much as nearly 50 percent more than theyre paying now.,politics
1,"A lot of people who go into prison straight, and when they come out theyre gay.",politics
0,"SaysGOP U.S. Senate candidate Darryl Glenn wants to eliminate the Department of Education and jeopardize college fundingfor 320,000 Coloradans.",politics
1,The president of the United States will be taking a trip over to India that is expected to cost the taxpayers $200 million a day.,politics
0,White people control almost 90 percent of the nations wealth.,politics
1,200 consumer laws were destroyed in 2011 when Gov. Scott Walker signed Act 92.,politics
1,"Says that in 2007, Oregon ranked 25th -- or 7th from the bottom -- in percentage of children with untreated decay compared to 32 other states with similar data.",politics
1,Says Ted Kennedy sent a letter to then Soviet leader Yuri Andropov apologizing for Ronald Reagan and begging the Soviets not to overreact.,politics
2,Republicans went out of the way to praise (Eric) Holders nomination. ... Not a single Republican senator opposed Eric Holders nomination.,politics
2,"70,000 three-year-olds and four-year-olds across America will lose access to the preschool Head Start program. ... 2,000 in the state of Florida alone.",politics
1,"Muslims attempted to establish the first Islamic Sharia court inside the United States in the town of Irving, Texas.",politics
1,"Yes, this would be the same congressman (Rep. Pete Hoekstra) who last year Tweeted the whereabouts of a top-secret mission to Iraq.",politics
1,On the Cuba embargo.,politics
1,Says Scott Walker rejected legislation to make college loan payments tax deductible and the result was to raise taxes on students.,politics
1,Says Wisconsin Manufacturers Commerces own 2014 survey revealed that just 15 percent of business executive respondents were in favor of Right-To-Work legislation.,politics
1,"When it comes to protesters in Madison, almost all are now from outside of Wisconsin.",politics
0,Says Democratic runoff opponent Grady Yarbrough twice previously ran statewide as a Republican.,politics
2,Says U.S. Rep. John Barrow left taxpayers on the hook for $950k study on genetic makeup of ants.,politics
0,The estimated savings of this (debt ceiling) deal only pay for half of the cost of extending all of the Bush-era tax cuts for another decade.,politics
1,"Rural schools enroll 40 percent of American children, but receive only 22 percent of federal education funding.",politics
1,On repealing the 17th Amendment,politics
2,More than 90 percent of the gains have gone to the top 1 percent.,politics
2,"Since 2013 alone, the Obama administration has allowed 300,000 criminal aliens to return back into United States communities. These are individuals encountered or identified by (Immigration and Customs Enforcement), but who were not detained or processed for deportation because it wouldnt have been politically correct.",politics
2,That 3.5 percent (increase in the third quarter GDP) came from two things government spending on Cash for Clunkers they just moved fourth-quarter auto sales into the third quarter and the first-time home buyer thing.,politics
0,Twenty-two million jobs were created during Clintons two terms but only 3 million during Bushs.,politics
0,A government shutdown could disrupt ... veterans benefits.,politics
0,"A family of four can make up to $88,000 a year and still get a subsidy for health insurance under the new federal health care law.",politics
2,"An economic impact study found that for every $1 invested in pre-K in Pennsylvania, a total of $1.79 is generated in total spending within the state.",politics
2,"Last year it was discovered that Rhode Islands public employees ranked 4th in average pay, while the private sector ranked 23rd.",politics
0,Says state workers have not had across-the-board raises in six years.,politics
0,"When I was in college, we used to take a popcorn popper . . . and we would fry squirrel.",politics
0,"Ronald Reagan raised taxes in 1982, 1984, 1985, 1986 and 1987.",politics
0,"Says Sen. Rand Paul, R-Ky., has stated that supporting the right to health care ... means you believe in slavery.",politics
2,A proposed amendment allows a teenager to get a recommendation for medical marijuana without the consent of a parent.,politics
0,Pregnant women trying to buy health insurance on their own are barred from maternity coverage because they have a pre-existing condition.,politics
0,"If youre earning under $100,000 a year and you commute to New York every day you pay more to the Port Authority in tolls than you pay to the state of New Jersey in income tax.",politics
2,In Chile they have 72 percent of the GDP in savings.,politics
0,"There are 850,000 Ohio jobs tied to the auto industry.",politics
2,A sitting sheriff cannot be charged except by a warrant issued by a Superior Court judge.,politics
1,"Governor Christie also remains the only Governor since World War II, among both Democrats and Republicans, who failed to have his party win control of at least one legislative body over the course of his term.",politics
